date,2m_temperature_mean,potential_evapotranspiration,total_precipitation,QObs(mm/d)
1981-01-01,0.4727815326891447,0.5293607711791992,12.797523096988076,96.62
1981-01-02,6.4928123072574015,0.1120716145164088,38.7767333984375,138.5
1981-01-03,1.4352738229851971,0.1020120131342034,8.914888080797697,136.2
1981-01-04,-1.790196468955592,0.1537991950386449,7.082721107884457,116.6
1981-01-05,-2.707945171155428,0.044531784559551,8.68134910181949,98.88
1981-01-06,-0.3136580617804276,0.0394091668881868,3.4024397197522616,85.87
1981-01-07,2.082834344161184,0.1518429705971165,1.585510956613641,79.88
1981-01-08,6.339824475740132,0.1835280719556306,9.18386599892064,83.41
1981-01-09,0.5804523668791118,0.2409062134592156,7.481050190172698,81.07
1981-01-10,-1.311020700555099,0.1882826027117277,1.2835750579833984,71.93
1981-01-11,2.970566598992599,0.2606148468820672,7.975415681537829,67.5
1981-01-12,-1.7216475637335529,0.2432206053482858,9.83132693642064,65.02
1981-01-13,0.3341257195723684,0.1767859333439877,8.24120451274671,65.12
1981-01-14,1.0873605828536184,0.2290382385253906,22.252852590460527,79.3
1981-01-15,-4.103096409847862,0.0873193552619532,2.803175876015111,72.99
1981-01-16,-5.728690699527138,0.1758520728663394,9.217179950914884,64.61
1981-01-17,-1.2917801706414471,0.136026570671483,1.706711618523849,54.61
1981-01-18,-1.5819798519736843,0.1672761565760562,7.630599172491776,49.16
1981-01-19,0.4352738229851973,0.3096312723661724,7.950608102898848,48.65
1981-01-20,1.0884495785361843,0.2179978019312808,1.011053286100689,44.92
1981-01-21,4.223663330078125,0.1396541971909372,5.374235855905633,50.72
1981-01-22,4.5151511744449015,0.1230069963555587,3.048412925318668,55.09
1981-01-23,6.08578169973273,0.2469733890734221,4.02225775467722,55.39
1981-01-24,2.801081607216283,0.4053470962925961,10.745637592516449,58.06
1981-01-25,0.7596756784539473,0.1106249784168444,1.7889283832750822,56.31
1981-01-26,3.905528821443256,0.1360426325547067,20.25873445209704,69.51
1981-01-27,5.450235467208059,0.2015187489359002,0.173645584206832,69.17
1981-01-28,5.045328240645559,0.2624064495688991,0.1229667412607293,61.76
1981-01-29,6.251876027960527,0.2517461776733398,9.909290514494243,59.68
1981-01-30,5.934276380037007,0.1415367126464843,0.8799324035644531,57.37
1981-01-31,5.917869166324013,0.2262718301070364,0.3100829626384534,52.45
1981-02-01,6.128650866056743,0.325982696131656,2.660166288677015,47.77
1981-02-02,4.228570235402961,0.3653107944287752,15.923770302220396,53.84
1981-02-03,1.187238191303454,0.1781957776922928,11.225033408717104,54.37
1981-02-04,-0.8036595394736842,0.1265652681651868,5.277098806280839,50.82
1981-02-05,3.031010677939967,0.1814953653435958,15.5297996119449,56.73
1981-02-06,5.305707429584704,0.5007587734021639,23.986724853515625,85.97
1981-02-07,4.332299483449836,0.2817848356146561,15.87910381116365,96.85
1981-02-08,1.388270327919408,0.4358153092233758,5.876643130653783,97.37
1981-02-09,-0.7305956388774671,0.1587115588941072,2.8331015737433183,85.33
1981-02-10,-2.330495733963816,0.1618534765745464,2.7815650136847245,73.54
1981-02-11,-0.8218640779194079,0.2400199990523489,4.686999270790501,64.93
1981-02-12,3.581242611533717,0.3421553310595061,9.323894299958882,63.68
1981-02-13,2.9721968801398027,0.4275998567280016,1.61883544921875,63.3
1981-02-14,2.1062284770764803,0.5260343551635742,1.3373862818667763,56.41
1981-02-15,1.7165559467516447,0.2654886245727539,6.250574212325247,50.62
1981-02-16,-0.1491056743421052,0.4511487358494809,0.0369391943279065,44.76
1981-02-17,1.7088382118626644,0.6068859602275648,0.0329292134234779,39.17
1981-02-18,1.0893265573601971,0.6012631968448037,0.0125961868386519,34.5
1981-02-19,-1.338526675575658,0.503995092291581,0.0060114421342548,30.55
1981-02-20,-0.873626708984375,0.599686672813014,0.0231924809907612,27.03
1981-02-21,-0.1099307411595394,0.6578502153095446,0.8580927597848993,23.84
1981-02-22,-0.8182373046875,0.5990301935296309,0.1686419185839201,21.08
1981-02-23,-0.8430513080797697,0.6189383456581518,0.1088020048643413,18.97
1981-02-24,-1.463549162212171,0.6837861412449887,0.0,17.24
1981-02-25,0.124102140727796,0.8380374406513414,0.1182509096045243,15.56
1981-02-26,0.3946099532277961,0.9100071756463302,0.010019070223758,14.34
1981-02-27,1.4948393169202303,1.1175667612176192,0.0071564787312557,12.58
1981-02-28,1.897709896689967,0.8231707623130397,2.350534941020765,11.42
1981-03-01,1.707466527035362,0.6922767538773386,2.070188421952097,9.886
1981-03-02,1.1692842182360197,0.6975904765881991,0.9136693854081004,8.321
1981-03-03,0.1324687756990131,0.5207815170288086,0.2357692969472784,7.612
1981-03-04,-0.0562165912828947,0.5494115227147153,2.6744565461811267,7.166
1981-03-05,-0.5961576762952303,0.6556207757247122,0.5326655036524722,6.88
1981-03-06,1.199515894839638,0.4798628656487715,4.1113229048879525,6.379
1981-03-07,4.074576929995888,0.2949779410111277,14.470006039268092,9.541
1981-03-08,4.654335423519737,0.7742964092053866,3.315878416362562,15.78
